filename,wdith,height,class,xmin,ymin,xmax,ymax
C1_P01_N3_S2_1.JPG,3264,2448,5,2364,1464,2740,2092
C1_P01_N3_S3_1.JPG,2356,2448,1,1264,1892,1536,2284
C1_P01_N3_S3_1.JPG,2356,2448,1,1544,1872,1816,2296
C1_P01_N3_S3_1.JPG,2356,2448,1,1852,1896,2152,2320
C1_P01_N3_S3_1.JPG,2356,2448,1,1884,336,2208,828
C1_P01_N3_S3_1.JPG,2356,2448,1,652,236,976,792
C1_P01_N3_S3_1.JPG,2356,2448,1,700,1080,1024,1572
C1_P01_N3_S3_1.JPG,2356,2448,1,728,1824,1000,2272
C1_P01_N3_S3_1.JPG,2356,2448,1,968,316,1292,808
C1_P01_N3_S3_1.JPG,2356,2448,1,984,1084,1308,1576
C1_P01_N3_S3_1.JPG,2356,2448,1,988,1836,1260,2284
C1_P01_N3_S3_1.JPG,2356,2448,2,1276,328,1600,820
C1_P01_N3_S3_1.JPG,2356,2448,2,1568,332,1892,824
C1_P01_N3_S3_1.JPG,2356,2448,5,1288,1136,1560,1584
C1_P01_N3_S3_1.JPG,2356,2448,5,1560,1156,1832,1604
C1_P01_N3_S3_1.JPG,2356,2448,5,1876,1160,2148,1608
C1_P01_N4_S2_1.JPG,3264,2448,1,1008,152,1420,904
C1_P01_N4_S2_1.JPG,3264,2448,1,1016,1280,1408,1968
C1_P01_N4_S2_1.JPG,3264,2448,1,1380,1376,1772,1972
C1_P01_N4_S2_1.JPG,3264,2448,1,1780,1360,2196,1996
C1_P01_N4_S2_1.JPG,3264,2448,1,2224,1344,2680,1980
C1_P01_N4_S2_1.JPG,3264,2448,1,596,124,1008,876
C1_P01_N4_S2_1.JPG,3264,2448,1,624,1280,1016,1968
C1_P01_N4_S2_1.JPG,3264,2448,5,1436,276,1848,916
C1_P01_N4_S2_1.JPG,3264,2448,5,1848,288,2260,928
C1_P01_N4_S2_1.JPG,3264,2448,5,2300,288,2712,928
C1_P02_N1_S2_1.JPG,3264,2448,1,1168,1404,1532,2052
C1_P02_N1_S2_1.JPG,3264,2448,1,1240,424,1592,1032
C1_P02_N1_S2_1.JPG,3264,2448,1,148,404,464,980
C1_P02_N1_S2_1.JPG,3264,2448,1,1564,1396,1928,2044
C1_P02_N1_S2_1.JPG,3264,2448,1,1596,444,1948,1052
C1_P02_N1_S2_1.JPG,3264,2448,1,1916,1396,2200,2044
C1_P02_N1_S2_1.JPG,3264,2448,1,1964,472,2316,1080
C1_P02_N1_S2_1.JPG,3264,2448,1,2180,1404,2464,2052
C1_P02_N1_S2_1.JPG,3264,2448,1,2344,508,2664,1092
C1_P02_N1_S2_1.JPG,3264,2448,1,2456,1412,2740,2060
C1_P02_N1_S2_1.JPG,3264,2448,1,2680,520,3000,1104
C1_P02_N1_S2_1.JPG,3264,2448,1,2700,1444,2984,2036
C1_P02_N1_S2_1.JPG,3264,2448,1,2972,1448,3256,2040
C1_P02_N1_S2_1.JPG,3264,2448,1,36,1380,400,2028
C1_P02_N1_S2_1.JPG,3264,2448,1,404,1392,768,2040
C1_P02_N1_S2_1.JPG,3264,2448,1,504,404,856,1012
C1_P02_N1_S2_1.JPG,3264,2448,1,816,1400,1180,2048
C1_P02_N1_S2_1.JPG,3264,2448,1,884,424,1236,1032
C1_P02_N1_S3_1.JPG,3264,2448,1,1040,148,1324,624
C1_P02_N1_S3_1.JPG,3264,2448,1,1240,1828,1560,2340
C1_P02_N1_S3_1.JPG,3264,2448,1,1288,976,1580,1444
C1_P02_N1_S3_1.JPG,3264,2448,1,1308,172,1592,648
C1_P02_N1_S3_1.JPG,3264,2448,1,1536,1812,1856,2324
C1_P02_N1_S3_1.JPG,3264,2448,1,1592,984,1884,1452
C1_P02_N1_S3_1.JPG,3264,2448,1,1612,176,1896,652
C1_P02_N1_S3_1.JPG,3264,2448,1,1836,1768,2092,2280
C1_P02_N1_S3_1.JPG,3264,2448,1,1876,976,2120,1444
C1_P02_N1_S3_1.JPG,3264,2448,1,1924,224,2176,660
C1_P02_N1_S3_1.JPG,3264,2448,1,2056,1768,2312,2280
C1_P02_N1_S3_1.JPG,3264,2448,1,2096,984,2340,1452
C1_P02_N1_S3_1.JPG,3264,2448,1,2224,236,2476,672
C1_P02_N1_S3_1.JPG,3264,2448,1,2276,1776,2532,2288
C1_P02_N1_S3_1.JPG,3264,2448,1,2312,1000,2556,1468
C1_P02_N1_S3_1.JPG,3264,2448,1,2500,1772,2756,2284
C1_P02_N1_S3_1.JPG,3264,2448,1,2500,256,2752,692
C1_P02_N1_S3_1.JPG,3264,2448,1,2516,992,2760,1460
C1_P02_N1_S3_1.JPG,3264,2448,1,260,1836,580,2348
C1_P02_N1_S3_1.JPG,3264,2448,1,2740,996,2984,1464
C1_P02_N1_S3_1.JPG,3264,2448,1,2764,1776,3020,2288
C1_P02_N1_S3_1.JPG,3264,2448,1,316,936,628,1444
C1_P02_N1_S3_1.JPG,3264,2448,1,408,120,692,596
C1_P02_N1_S3_1.JPG,3264,2448,1,596,1840,916,2352
C1_P02_N1_S3_1.JPG,3264,2448,1,640,944,952,1452
C1_P02_N1_S3_1.JPG,3264,2448,1,708,132,992,608
C1_P02_N1_S3_1.JPG,3264,2448,1,920,1836,1240,2348
C1_P02_N1_S3_1.JPG,3264,2448,1,960,936,1272,1444
C1_P02_N1_S4_1.JPG,3264,2448,1,1052,2028,1292,2412
C1_P02_N1_S4_1.JPG,3264,2448,1,1084,1352,1320,1736
C1_P02_N1_S4_1.JPG,3264,2448,1,1092,700,1336,1072
C1_P02_N1_S4_1.JPG,3264,2448,1,1132,68,1368,460
C1_P02_N1_S4_1.JPG,3264,2448,1,1288,2020,1528,2404
C1_P02_N1_S4_1.JPG,3264,2448,1,1316,1352,1552,1736
C1_P02_N1_S4_1.JPG,3264,2448,1,1340,716,1584,1088
C1_P02_N1_S4_1.JPG,3264,2448,1,1376,108,1612,500
C1_P02_N1_S4_1.JPG,3264,2448,1,1532,1380,1768,1724
C1_P02_N1_S4_1.JPG,3264,2448,1,1536,2020,1776,2404
C1_P02_N1_S4_1.JPG,3264,2448,1,1576,728,1820,1100
C1_P02_N1_S4_1.JPG,3264,2448,1,1596,132,1832,524
C1_P02_N1_S4_1.JPG,3264,2448,1,1756,1340,1936,1724
C1_P02_N1_S4_1.JPG,3264,2448,1,1784,2020,2024,2404
C1_P02_N1_S4_1.JPG,3264,2448,1,1804,744,1980,1100
C1_P02_N1_S4_1.JPG,3264,2448,1,1828,144,2064,500
C1_P02_N1_S4_1.JPG,3264,2448,1,1928,1344,2108,1728
C1_P02_N1_S4_1.JPG,3264,2448,1,1964,744,2140,1100
C1_P02_N1_S4_1.JPG,3264,2448,1,1996,2016,2228,2400
C1_P02_N1_S4_1.JPG,3264,2448,1,2064,180,2280,520
C1_P02_N1_S4_1.JPG,3264,2448,1,2092,1348,2272,1732
C1_P02_N1_S4_1.JPG,3264,2448,1,2128,752,2304,1108
C1_P02_N1_S4_1.JPG,3264,2448,1,2200,2008,2432,2392
C1_P02_N1_S4_1.JPG,3264,2448,1,2268,200,2484,524
C1_P02_N1_S4_1.JPG,3264,2448,1,2272,1356,2452,1740
C1_P02_N1_S4_1.JPG,3264,2448,1,2280,764,2456,1120
C1_P02_N1_S4_1.JPG,3264,2448,1,2420,2012,2652,2396
C1_P02_N1_S4_1.JPG,3264,2448,1,2460,764,2636,1120
C1_P02_N1_S4_1.JPG,3264,2448,1,2468,1352,2648,1736
C1_P02_N1_S4_1.JPG,3264,2448,1,560,2032,800,2416
C1_P02_N1_S4_1.JPG,3264,2448,1,580,1344,816,1728
C1_P02_N1_S4_1.JPG,3264,2448,1,600,680,844,1052
C1_P02_N1_S4_1.JPG,3264,2448,1,676,44,912,436
C1_P02_N1_S4_1.JPG,3264,2448,1,816,2024,1056,2408
C1_P02_N1_S4_1.JPG,3264,2448,1,820,1352,1056,1736
C1_P02_N1_S4_1.JPG,3264,2448,1,848,692,1092,1064
C1_P02_N1_S4_1.JPG,3264,2448,1,904,56,1140,448
C1_P02_N1_S5_1.JPG,2614,2448,1,1032,2080,1204,2408
C1_P02_N1_S5_1.JPG,2614,2448,1,1040,1092,1192,1392
C1_P02_N1_S5_1.JPG,2614,2448,1,1040,1600,1224,1892
C1_P02_N1_S5_1.JPG,2614,2448,1,1088,616,1236,920
C1_P02_N1_S5_1.JPG,2614,2448,1,1128,124,1308,436
C1_P02_N1_S5_1.JPG,2614,2448,1,116,1592,300,1904
C1_P02_N1_S5_1.JPG,2614,2448,1,1172,1104,1324,1404
C1_P02_N1_S5_1.JPG,2614,2448,1,1204,2072,1376,2400
C1_P02_N1_S5_1.JPG,2614,2448,1,1212,1608,1376,1888
C1_P02_N1_S5_1.JPG,2614,2448,1,1212,624,1360,928
C1_P02_N1_S5_1.JPG,2614,2448,1,1308,1104,1460,1404
C1_P02_N1_S5_1.JPG,2614,2448,1,1308,156,1488,440
C1_P02_N1_S5_1.JPG,2614,2448,1,1340,628,1488,932
C1_P02_N1_S5_1.JPG,2614,2448,1,1348,2068,1520,2396
C1_P02_N1_S5_1.JPG,2614,2448,1,1364,1608,1528,1888
C1_P02_N1_S5_1.JPG,2614,2448,1,140,1084,304,1380
C1_P02_N1_S5_1.JPG,2614,2448,1,1428,1108,1580,1408
C1_P02_N1_S5_1.JPG,2614,2448,1,1472,176,1652,460
C1_P02_N1_S5_1.JPG,2614,2448,1,1476,652,1604,936
C1_P02_N1_S5_1.JPG,2614,2448,1,1508,2056,1680,2384
C1_P02_N1_S5_1.JPG,2614,2448,1,152,528,344,832
C1_P02_N1_S5_1.JPG,2614,2448,1,1536,1612,1700,1892
C1_P02_N1_S5_1.JPG,2614,2448,1,1584,1104,1728,1404
C1_P02_N1_S5_1.JPG,2614,2448,1,1608,652,1736,936
C1_P02_N1_S5_1.JPG,2614,2448,1,188,8,388,320
C1_P02_N1_S5_1.JPG,2614,2448,1,296,2076,480,2416
C1_P02_N1_S5_1.JPG,2614,2448,1,308,1592,492,1904
C1_P02_N1_S5_1.JPG,2614,2448,1,328,1092,492,1388
C1_P02_N1_S5_1.JPG,2614,2448,1,328,544,524,848
C1_P02_N1_S5_1.JPG,2614,2448,1,372,36,572,348
C1_P02_N1_S5_1.JPG,2614,2448,1,484,2124,668,2428
C1_P02_N1_S5_1.JPG,2614,2448,1,500,1596,684,1908
C1_P02_N1_S5_1.JPG,2614,2448,1,520,1092,704,1388
C1_P02_N1_S5_1.JPG,2614,2448,1,524,572,720,876
C1_P02_N1_S5_1.JPG,2614,2448,1,572,48,772,360
C1_P02_N1_S5_1.JPG,2614,2448,1,660,2128,844,2432
C1_P02_N1_S5_1.JPG,2614,2448,1,668,1600,852,1912
C1_P02_N1_S5_1.JPG,2614,2448,1,696,1100,880,1396
C1_P02_N1_S5_1.JPG,2614,2448,1,724,584,920,888
C1_P02_N1_S5_1.JPG,2614,2448,1,760,80,960,392
C1_P02_N1_S5_1.JPG,2614,2448,1,832,2076,1004,2404
C1_P02_N1_S5_1.JPG,2614,2448,1,860,1592,1044,1904
C1_P02_N1_S5_1.JPG,2614,2448,1,868,1124,1052,1392
C1_P02_N1_S5_1.JPG,2614,2448,1,88,2072,300,2412
C1_P02_N1_S5_1.JPG,2614,2448,1,908,600,1104,904
C1_P02_N1_S5_1.JPG,2614,2448,1,932,96,1132,408
C1_P02_N2_S2_1.JPG,3264,2448,1,1088,1632,1428,2216
C1_P02_N2_S2_1.JPG,3264,2448,1,1132,652,1476,1236
C1_P02_N2_S2_1.JPG,3264,2448,1,12,1652,352,2236
C1_P02_N2_S2_1.JPG,3264,2448,1,1428,1612,1768,2196
C1_P02_N2_S2_1.JPG,3264,2448,1,1504,660,1848,1244
C1_P02_N2_S2_1.JPG,3264,2448,1,1752,1568,2032,2152
C1_P02_N2_S2_1.JPG,3264,2448,1,1832,672,2092,1256
C1_P02_N2_S2_1.JPG,3264,2448,1,2016,1572,2296,2156
C1_P02_N2_S2_1.JPG,3264,2448,1,2080,660,2340,1244
C1_P02_N2_S2_1.JPG,3264,2448,1,2264,1596,2544,2180
C1_P02_N2_S2_1.JPG,3264,2448,1,2328,668,2588,1252
C1_P02_N2_S2_1.JPG,3264,2448,1,2532,1584,2812,2168
C1_P02_N2_S2_1.JPG,3264,2448,1,2572,660,2832,1244
C1_P02_N2_S2_1.JPG,3264,2448,1,2820,1600,3100,2184
C1_P02_N2_S2_1.JPG,3264,2448,1,2832,672,3092,1256
C1_P02_N2_S2_1.JPG,3264,2448,1,356,1648,696,2232
C1_P02_N2_S2_1.JPG,3264,2448,1,36,612,380,1196
C1_P02_N2_S2_1.JPG,3264,2448,1,392,632,736,1216
C1_P02_N2_S2_1.JPG,3264,2448,1,728,1648,1068,2232
C1_P02_N2_S2_1.JPG,3264,2448,1,784,636,1128,1220
C1_P02_N2_S3_1.JPG,3264,2448,1,1228,1876,1548,2396
C1_P02_N2_S3_1.JPG,3264,2448,1,1232,1044,1568,1516
C1_P02_N2_S3_1.JPG,3264,2448,1,1288,168,1612,692
C1_P02_N2_S3_1.JPG,3264,2448,1,1536,1040,1872,1512
C1_P02_N2_S3_1.JPG,3264,2448,1,1560,1864,1880,2384
C1_P02_N2_S3_1.JPG,3264,2448,1,1596,184,1920,708
C1_P02_N2_S3_1.JPG,3264,2448,1,1828,1032,2104,1504
C1_P02_N2_S3_1.JPG,3264,2448,1,1844,1896,2164,2368
C1_P02_N2_S3_1.JPG,3264,2448,1,1860,1008,2096,1516
C1_P02_N2_S3_1.JPG,3264,2448,1,1896,204,2132,712
C1_P02_N2_S3_1.JPG,3264,2448,1,2056,1004,2292,1512
C1_P02_N2_S3_1.JPG,3264,2448,1,2056,1040,2332,1512
C1_P02_N2_S3_1.JPG,3264,2448,1,2128,1884,2448,2356
C1_P02_N2_S3_1.JPG,3264,2448,1,2136,200,2372,708
C1_P02_N2_S3_1.JPG,3264,2448,1,2268,1044,2544,1516
C1_P02_N2_S3_1.JPG,3264,2448,1,2292,1004,2528,1512
C1_P02_N2_S3_1.JPG,3264,2448,1,2352,208,2588,716
C1_P02_N2_S3_1.JPG,3264,2448,1,2412,1880,2732,2352
C1_P02_N2_S3_1.JPG,3264,2448,1,244,1884,564,2404
C1_P02_N2_S3_1.JPG,3264,2448,1,2508,1040,2756,1512
C1_P02_N2_S3_1.JPG,3264,2448,1,2516,1024,2752,1532
C1_P02_N2_S3_1.JPG,3264,2448,1,252,1024,588,1496
C1_P02_N2_S3_1.JPG,3264,2448,1,2568,224,2804,732
C1_P02_N2_S3_1.JPG,3264,2448,1,2696,1876,3016,2348
C1_P02_N2_S3_1.JPG,3264,2448,1,2772,1048,3020,1544
C1_P02_N2_S3_1.JPG,3264,2448,1,2776,236,3012,744
C1_P02_N2_S3_1.JPG,3264,2448,1,2784,1020,3020,1528
C1_P02_N2_S3_1.JPG,3264,2448,1,300,116,624,640
C1_P02_N2_S3_1.JPG,3264,2448,1,592,1040,928,1512
C1_P02_N2_S3_1.JPG,3264,2448,1,592,1892,912,2412
C1_P02_N2_S3_1.JPG,3264,2448,1,636,124,960,648
C1_P02_N2_S3_1.JPG,3264,2448,1,920,1880,1240,2400
C1_P02_N2_S3_1.JPG,3264,2448,1,928,1044,1264,1516
C1_P02_N2_S3_1.JPG,3264,2448,1,964,168,1288,692
C1_P02_N2_S4_1.JPG,2933,2448,1,1156,1988,1376,2412
C1_P02_N2_S4_1.JPG,2933,2448,1,1160,1380,1424,1760
C1_P02_N2_S4_1.JPG,2933,2448,1,1172,772,1408,1124
C1_P02_N2_S4_1.JPG,2933,2448,1,1208,132,1448,516
C1_P02_N2_S4_1.JPG,2933,2448,1,1380,1384,1644,1764
C1_P02_N2_S4_1.JPG,2933,2448,1,1392,756,1576,1132
C1_P02_N2_S4_1.JPG,2933,2448,1,1416,1980,1636,2404
C1_P02_N2_S4_1.JPG,2933,2448,1,1432,156,1616,504
C1_P02_N2_S4_1.JPG,2933,2448,1,1552,756,1736,1132
C1_P02_N2_S4_1.JPG,2933,2448,1,1596,176,1780,524
C1_P02_N2_S4_1.JPG,2933,2448,1,1596,1964,1816,2388
C1_P02_N2_S4_1.JPG,2933,2448,1,1608,1408,1840,1756
C1_P02_N2_S4_1.JPG,2933,2448,1,1724,760,1908,1136
C1_P02_N2_S4_1.JPG,2933,2448,1,1756,176,1940,524
C1_P02_N2_S4_1.JPG,2933,2448,1,1796,1960,2016,2384
C1_P02_N2_S4_1.JPG,2933,2448,1,1816,1396,2048,1744
C1_P02_N2_S4_1.JPG,2933,2448,1,1880,768,2064,1144
C1_P02_N2_S4_1.JPG,2933,2448,1,1920,196,2104,544
C1_P02_N2_S4_1.JPG,2933,2448,1,1996,1396,2228,1744
C1_P02_N2_S4_1.JPG,2933,2448,1,2004,1936,2224,2360
C1_P02_N2_S4_1.JPG,2933,2448,1,2072,768,2256,1144
C1_P02_N2_S4_1.JPG,2933,2448,1,2080,192,2264,540
C1_P02_N2_S4_1.JPG,2933,2448,1,208,2004,468,2412
C1_P02_N2_S4_1.JPG,2933,2448,1,216,1388,480,1768
C1_P02_N2_S4_1.JPG,2933,2448,1,232,56,472,440
C1_P02_N2_S4_1.JPG,2933,2448,1,232,736,456,1112
C1_P02_N2_S4_1.JPG,2933,2448,1,464,1400,728,1780
C1_P02_N2_S4_1.JPG,2933,2448,1,468,764,704,1116
C1_P02_N2_S4_1.JPG,2933,2448,1,476,68,716,452
C1_P02_N2_S4_1.JPG,2933,2448,1,480,2004,740,2412
C1_P02_N2_S4_1.JPG,2933,2448,1,696,1396,960,1776
C1_P02_N2_S4_1.JPG,2933,2448,1,716,2024,964,2392
C1_P02_N2_S4_1.JPG,2933,2448,1,720,764,956,1116
C1_P02_N2_S4_1.JPG,2933,2448,1,728,84,968,468
C1_P02_N2_S4_1.JPG,2933,2448,1,916,1396,1180,1776
C1_P02_N2_S4_1.JPG,2933,2448,1,936,2028,1184,2396
C1_P02_N2_S4_1.JPG,2933,2448,1,944,768,1180,1120
C1_P02_N2_S4_1.JPG,2933,2448,1,976,96,1216,480
C1_P02_N3_S2_1.JPG,3264,2448,1,1164,1580,1528,2132
C1_P02_N3_S2_1.JPG,3264,2448,1,1196,652,1548,1204
C1_P02_N3_S2_1.JPG,3264,2448,1,1520,1592,1884,2144
C1_P02_N3_S2_1.JPG,3264,2448,1,1528,652,1880,1204
